timestamp,white_engine,black_engine,white_wins,black_wins,draws,unfinished,total_games,mode,position_set,session_id,log_file
2026-03-31T17:11:57,v005,v004,27,33,140,0,200,fixed_positions,set_001_part_005,0f7b2d769f55,C:\Users\OWAIS\MyStuff\Projects\AAAA My projects\Games\chess\chessC\notes\arena_logs\arena_20260331_170624_0f7b2d769f55.json
